id_original,id_sospechoso,archivo_original,archivo_sospechoso,similitud,clasificacion,confianza
01585,01585,source-document01585.txt,suspicious-document01585.txt,0.9023258686065674,plagio,0.6093034744262695
01591,01591,source-document01591.txt,suspicious-document01591.txt,0.9230055809020996,plagio,0.6920223236083984
01546,01546,source-document01546.txt,suspicious-document01546.txt,0.5925607681274414,original,0.20991897583007812
01552,01552,source-document01552.txt,suspicious-document01552.txt,-0.21631336212158203,original,1.2884178161621094
01553,01553,source-document01553.txt,suspicious-document01553.txt,0.9730358123779297,plagio,0.8921432495117188
01547,01547,source-document01547.txt,suspicious-document01547.txt,0.9377241134643555,plagio,0.7508964538574219
01590,01590,source-document01590.txt,suspicious-document01590.txt,0.9714351296424866,plagio,0.8857405185699463
01584,01584,source-document01584.txt,suspicious-document01584.txt,0.9545131325721741,plagio,0.8180525302886963
01580,01580,source-document01580.txt,suspicious-document01580.txt,0.8769394159317017,plagio,0.5077576637268066
01594,01594,source-document01594.txt,suspicious-document01594.txt,0.967221200466156,plagio,0.868884801864624
01543,01543,source-document01543.txt,suspicious-document01543.txt,0.9172184467315674,plagio,0.6688737869262695
01557,01557,source-document01557.txt,suspicious-document01557.txt,0.9261776208877563,plagio,0.7047104835510254
01556,01556,source-document01556.txt,suspicious-document01556.txt,0.9593223929405212,plagio,0.837289571762085
01542,01542,source-document01542.txt,suspicious-document01542.txt,0.913026750087738,plagio,0.6521070003509521
01595,01595,source-document01595.txt,suspicious-document01595.txt,0.9114471673965454,plagio,0.6457886695861816
01581,01581,source-document01581.txt,suspicious-document01581.txt,0.9006384611129761,plagio,0.6025538444519043
01597,01597,source-document01597.txt,suspicious-document01597.txt,0.9472732543945312,plagio,0.789093017578125
01583,01583,source-document01583.txt,suspicious-document01583.txt,0.9821499586105347,plagio,0.9285998344421387
01568,01568,source-document01568.txt,suspicious-document01568.txt,0.9518575668334961,plagio,0.8074302673339844
01554,01554,source-document01554.txt,suspicious-document01554.txt,0.8585292100906372,plagio,0.43411684036254883
01540,01540,source-document01540.txt,suspicious-document01540.txt,0.723891019821167,original,0.034811973571777344
01541,01541,source-document01541.txt,suspicious-document01541.txt,0.8895527124404907,plagio,0.5582108497619629
01555,01555,source-document01555.txt,suspicious-document01555.txt,0.8456697463989258,plagio,0.3826789855957031
01569,01569,source-document01569.txt,suspicious-document01569.txt,0.9436413049697876,plagio,0.7745652198791504
01582,01582,source-document01582.txt,suspicious-document01582.txt,0.9810397028923035,plagio,0.9241588115692139
01596,01596,source-document01596.txt,suspicious-document01596.txt,0.9644739031791687,plagio,0.8578956127166748
01532,01532,source-document01532.txt,suspicious-document01532.txt,0.9121831655502319,plagio,0.6487326622009277
01526,01526,source-document01526.txt,suspicious-document01526.txt,0.891815721988678,plagio,0.5672628879547119
01527,01527,source-document01527.txt,suspicious-document01527.txt,0.8876907229423523,plagio,0.5507628917694092
01533,01533,source-document01533.txt,suspicious-document01533.txt,0.9069711565971375,plagio,0.6278846263885498
01525,01525,source-document01525.txt,suspicious-document01525.txt,0.8521052002906799,plagio,0.4084208011627197
01531,01531,source-document01531.txt,suspicious-document01531.txt,0.9195712804794312,plagio,0.6782851219177246
01519,01519,source-document01519.txt,suspicious-document01519.txt,0.9261268377304077,plagio,0.7045073509216309
01518,01518,source-document01518.txt,suspicious-document01518.txt,0.9453256726264954,plagio,0.7813026905059814
01530,01530,source-document01530.txt,suspicious-document01530.txt,0.8813990354537964,plagio,0.5255961418151855
01524,01524,source-document01524.txt,suspicious-document01524.txt,0.9315946102142334,plagio,0.7263784408569336
01508,01508,source-document01508.txt,suspicious-document01508.txt,0.9433916211128235,plagio,0.773566484451294
01520,01520,source-document01520.txt,suspicious-document01520.txt,0.8920594453811646,plagio,0.5682377815246582
01534,01534,source-document01534.txt,suspicious-document01534.txt,0.9165207147598267,plagio,0.6660828590393066
01535,01535,source-document01535.txt,suspicious-document01535.txt,0.9505570530891418,plagio,0.8022282123565674
01521,01521,source-document01521.txt,suspicious-document01521.txt,-0.17393283545970917,original,1.2319104472796123
01509,01509,source-document01509.txt,suspicious-document01509.txt,0.9663600921630859,plagio,0.8654403686523438
01537,01537,source-document01537.txt,suspicious-document01537.txt,0.9642136096954346,plagio,0.8568544387817383
01523,01523,source-document01523.txt,suspicious-document01523.txt,0.9225735664367676,plagio,0.6902942657470703
01522,01522,source-document01522.txt,suspicious-document01522.txt,0.9634895324707031,plagio,0.8539581298828125
01536,01536,source-document01536.txt,suspicious-document01536.txt,0.9362912774085999,plagio,0.7451651096343994
